Sample_ID,Province,City,Date_Collected,Water_Source,Pollutant_Type,Pollutant_Level_mg_L,Safe_Limit_mg_L,Exceeds_Limit,pH_Level,Temperature_C,Turbidity_NTU,Conductivity_uS_cm,Dissolved_Oxygen_mg_L,Treatment_Status,Agency_Responsible,Latitude,Longitude,Sampling_Depth_m,Comments
SMP100126,Nova Scotia,Michellemouth,2023-01-08,Groundwater,Nitrate,34.15,27.63,True,5.17,8.6,27.46,1889.85,4.2,Partially Treated,WaterSafe Canada,50.873732,-56.668021,6.23,Arm statement smile certain.
SMP100127,Manitoba,Gibsonborough,2022-07-11,Reservoir,Chlorine,6.74,24.1,False,5.19,14.2,6.78,1384.12,3.2,Treated,HydroWatch,44.244992,-102.008292,6.26,Appear find direction.
SMP100128,Alberta,Shannonhaven,2024-07-29,River,Oil,48.79,11.78,True,8.49,27.1,40.45,836.34,5.95,Untreated,EnviroCan,52.865917,-130.521269,3.44,Not blue single age never.
SMP100129,Ontario,New Robertton,2024-12-21,River,Lead,45.94,8.62,True,6.64,13.1,74.0,306.93,7.13,Treated,WaterSafe Canada,43.242194,-129.042081,4.04,Along win administration water drop mind.
SMP100130,Quebec,Port Ericmouth,2023-06-21,Groundwater,Oil,36.64,15.07,True,8.58,10.9,47.76,884.21,13.44,Partially Treated,WaterSafe Canada,47.987728,-86.226786,2.44,Of open enjoy anything floor medical into.
SMP100131,Prince Edward Island,East Laura,2025-02-14,Groundwater,Pesticides,24.58,11.22,True,6.06,26.4,53.4,1906.62,12.27,Treated,WaterSafe Canada,51.668422,-88.592189,1.88,Respond sign within himself ever you.
SMP100132,Prince Edward Island,Port Jamesmouth,2022-10-24,Groundwater,Nitrate,16.39,29.93,False,8.55,29.4,58.21,553.39,10.29,Treated,WaterSafe Canada,44.229265,-107.592109,2.04,Best kid make six Mr.
SMP100133,New Brunswick,Chapmanstad,2024-10-04,Groundwater,Microplastics,14.54,14.88,False,6.58,2.1,47.78,545.99,12.6,Partially Treated,CleanH2O Org,54.373555,-62.132328,9.76,Black soon close season news.
SMP100134,Alberta,Lake Markshire,2023-02-10,Coastal,Chlorine,15.97,0.63,True,5.94,7.4,23.49,1934.93,2.23,Treated,WaterSafe Canada,46.086457,-57.45153,4.93,Away even like government.
SMP100135,British Columbia,Edwardborough,2023-03-09,Coastal,Microplastics,3.6,25.71,False,7.64,24.4,80.44,260.19,3.26,Untreated,HydroWatch,43.032889,-139.310773,1.18,Often pretty itself need end world live.
SMP100136,Quebec,Proctorville,2025-04-10,Lake,Oil,28.32,3.1,True,5.93,25.4,10.65,1053.18,12.55,Untreated,EnviroCan,49.2718,-128.244969,2.85,Common friend yes be drug father sit compare.
SMP100137,Prince Edward Island,Port William,2022-07-15,River,Chlorine,2.95,22.39,False,7.9,19.7,0.52,759.12,10.54,Treated,EnviroCan,57.787408,-120.990188,3.08,Manager themselves student little else.
SMP100138,Alberta,Phillipsshire,2024-04-26,Groundwater,Pathogens,29.97,1.63,True,5.07,4.0,95.34,1547.04,12.92,Treated,WaterSafe Canada,45.265334,-134.327056,5.95,Father arrive truth vote always practice.
SMP100139,Nova Scotia,Timothychester,2024-02-13,Groundwater,Microplastics,8.6,2.13,True,8.65,2.7,89.94,184.03,5.55,Treated,HydroWatch,44.690195,-57.200366,6.82,Nice challenge also laugh information any.
SMP100140,New Brunswick,Port Samuelview,2025-03-25,Groundwater,Oil,34.21,21.98,True,7.59,15.9,33.62,1069.68,10.72,Partially Treated,CleanH2O Org,53.08833,-68.153866,0.32,Own account bag remain.
SMP100141,Quebec,Lake Amanda,2024-02-12,Reservoir,Lead,31.58,5.14,True,8.21,19.0,60.19,212.2,7.12,Partially Treated,EnviroCan,46.921727,-121.199582,5.4,Difference citizen treatment personal whose.
SMP100142,Alberta,South Ronald,2024-09-30,River,Phosphate,33.92,28.46,True,8.35,11.6,97.2,1181.94,7.74,Untreated,HydroWatch,46.961364,-64.909362,2.75,Upon mouth make condition.
SMP100143,New Brunswick,West Kyleside,2024-03-09,River,Phosphate,27.72,24.53,True,7.32,2.9,87.7,972.06,8.38,Partially Treated,HydroWatch,57.169532,-53.417634,7.04,Month kitchen war whole.
SMP100144,Prince Edward Island,West Leslie,2023-04-27,Groundwater,Microplastics,38.34,4.34,True,5.59,14.8,29.32,135.06,10.36,Treated,CleanH2O Org,51.706976,-121.631701,1.57,Environmental professor show check above.
SMP100145,Saskatchewan,Port Danaville,2022-08-18,Coastal,Phosphate,0.55,7.43,False,5.94,8.4,3.26,1929.29,8.38,Untreated,CleanH2O Org,52.267483,-111.562259,9.36,Energy hospital by opportunity country end.
SMP100146,Manitoba,Foxtown,2025-01-14,Reservoir,Chlorine,44.98,26.85,True,5.97,12.7,64.94,1304.89,10.05,Partially Treated,CleanH2O Org,49.248227,-133.678322,2.59,Child item baby school dream well one soon.
SMP100147,New Brunswick,Bradleyborough,2022-07-05,Reservoir,Phosphate,35.87,15.16,True,6.74,21.8,41.71,917.58,5.5,Treated,HydroWatch,53.395178,-68.462107,8.83,Police return point every value may finish southern.
SMP100148,Ontario,Natalieburgh,2025-01-11,Coastal,Phosphate,43.96,29.14,True,8.58,16.3,62.7,698.01,5.97,Partially Treated,CleanH2O Org,49.629857,-100.543306,8.77,Structure movement letter figure general last.
SMP100149,Ontario,Jessicaburgh,2023-04-04,Groundwater,Oil,32.23,25.27,True,5.53,9.7,51.88,96.99,2.83,Treated,WaterSafe Canada,52.539466,-73.638975,4.39,Piece impact common lose add these loss prepare.
SMP100150,Quebec,Romanmouth,2024-01-17,Lake,Pesticides,24.49,9.05,True,8.92,12.2,34.81,873.55,5.05,Treated,WaterSafe Canada,57.224638,-121.409562,5.8,Get together network quite statement.
SMP100151,Quebec,West Jasonville,2022-06-15,River,Pathogens,13.93,11.4,True,6.41,27.9,23.5,175.8,11.98,Partially Treated,CleanH2O Org,57.526906,-75.585423,9.77,Difficult say run may.
SMP100152,Ontario,Nortonton,2023-02-18,Groundwater,Mercury,8.07,22.53,False,6.71,18.0,7.53,700.04,3.35,Partially Treated,HydroWatch,49.92244,-118.800909,2.29,Win tonight since dog.
SMP100153,Newfoundland and Labrador,New Bonnie,2024-05-06,Reservoir,Phosphate,49.27,27.97,True,8.33,24.0,95.5,1049.06,13.75,Untreated,EnviroCan,44.802459,-115.521986,3.94,Example throughout research market develop choice.
SMP100154,Manitoba,Dorothyton,2023-01-14,Lake,Nitrate,28.27,2.73,True,6.24,16.0,7.91,1118.87,10.41,Untreated,WaterSafe Canada,47.048663,-71.088814,1.41,Body anyone exist fall affect prevent.
SMP100155,Newfoundland and Labrador,Joshuashire,2023-03-06,River,Mercury,1.69,0.54,True,8.38,27.0,3.76,1490.0,5.11,Treated,HydroWatch,46.826413,-82.401197,6.11,National near edge call.
SMP100156,Ontario,Victoriafurt,2024-05-15,Coastal,Mercury,31.69,25.6,True,7.71,5.9,36.39,816.5,12.86,Treated,WaterSafe Canada,56.694986,-73.811781,4.55,Suggest participant better between ago family central.
SMP100157,British Columbia,East Christophertown,2022-09-05,Lake,Mercury,9.03,24.76,False,8.33,24.0,34.69,449.62,4.42,Untreated,EnviroCan,53.92435,-132.292546,1.6,Month future our notice.
SMP100158,Quebec,Port Kathrynside,2024-02-09,Groundwater,Oil,6.44,22.98,False,5.35,27.3,70.89,878.61,5.3,Treated,HydroWatch,48.600727,-103.141221,0.22,Not the institution source.
SMP100159,Quebec,North Maureen,2022-10-23,Groundwater,Mercury,25.11,14.87,True,8.0,3.5,37.76,1084.0,10.95,Untreated,HydroWatch,53.415039,-107.038409,4.58,Price lawyer water.
SMP100160,Alberta,Floresfort,2024-05-22,Reservoir,Oil,22.99,27.33,False,5.29,25.8,57.07,1053.88,2.24,Treated,HydroWatch,53.039052,-54.313774,6.68,Job heavy meeting scene.
SMP100161,Quebec,East Leslie,2025-01-25,River,Oil,10.8,14.26,False,5.84,11.8,25.55,1849.22,5.11,Untreated,CleanH2O Org,54.311765,-53.240699,8.71,No mind series near can vote artist above.
SMP100162,Quebec,South Maryfurt,2023-05-21,Coastal,Pathogens,22.1,10.4,True,8.72,18.3,69.2,581.27,5.51,Treated,WaterSafe Canada,58.563225,-123.025835,2.28,During dream card teach.
SMP100163,Alberta,North Michael,2023-09-14,Groundwater,Nitrate,34.91,22.27,True,5.69,16.9,23.47,906.7,6.49,Untreated,CleanH2O Org,49.496477,-90.193186,1.13,Simple boy impact create.
SMP100164,Quebec,Stewartton,2023-06-18,Coastal,Lead,49.67,22.86,True,6.89,15.8,61.73,260.01,9.97,Partially Treated,WaterSafe Canada,56.857345,-79.839134,5.3,Issue leave my degree both its hot fill.
SMP100165,Alberta,Lake Johnhaven,2022-05-31,River,Microplastics,39.82,4.7,True,7.93,8.8,77.47,1853.59,6.02,Treated,EnviroCan,54.783364,-138.23667,7.64,Deal lot improve wear decide including direction.
SMP100166,New Brunswick,Whiteton,2022-08-01,River,Chlorine,38.72,28.77,True,8.26,15.0,77.51,1376.72,5.08,Partially Treated,EnviroCan,59.86753,-54.355245,4.24,Red bed event among.
SMP100167,Nova Scotia,Port Cory,2024-02-21,Lake,Phosphate,24.91,27.72,False,7.33,4.6,83.21,377.3,12.59,Partially Treated,HydroWatch,44.347808,-124.542964,4.78,Knowledge smile because pattern career.
SMP100168,Prince Edward Island,Kennedyside,2024-01-02,Reservoir,Chlorine,24.46,22.07,True,8.63,4.1,47.15,922.72,4.47,Partially Treated,HydroWatch,43.835584,-71.238382,0.92,Beautiful even news require who.
SMP100169,Manitoba,North John,2022-11-04,Groundwater,Nitrate,31.0,9.57,True,6.88,25.8,60.63,1035.98,10.1,Treated,HydroWatch,58.336397,-57.021921,7.16,Consider citizen ground technology fill one among.
SMP100170,Nova Scotia,West Patriciahaven,2024-12-05,Groundwater,Mercury,4.89,20.79,False,7.4,13.7,73.02,411.93,5.0,Treated,EnviroCan,45.290833,-97.005923,7.93,Cup else these class.
SMP100171,New Brunswick,South Allenport,2024-05-27,River,Pesticides,24.38,9.24,True,5.52,15.9,96.31,1449.47,3.35,Untreated,WaterSafe Canada,59.910661,-67.273648,8.41,Someone chance seem company network.
SMP100172,Newfoundland and Labrador,Lake James,2025-04-09,Coastal,Pesticides,21.64,22.47,False,7.17,25.3,24.05,1416.52,12.01,Treated,WaterSafe Canada,57.816562,-52.404452,5.78,Story hair pressure.
SMP100173,Nova Scotia,Nelsonmouth,2023-04-25,Lake,Phosphate,8.46,4.32,True,8.34,8.9,51.98,1408.95,9.6,Untreated,CleanH2O Org,52.311407,-115.519141,5.33,Season wait final begin red ground family.
SMP100174,New Brunswick,Martinmouth,2022-11-06,River,Phosphate,15.9,7.6,True,8.89,22.9,22.2,201.99,10.07,Partially Treated,CleanH2O Org,50.923996,-104.059137,9.35,Left few soon democratic bring rest.
SMP100175,Prince Edward Island,Nortonmouth,2022-11-03,Groundwater,Pesticides,37.26,1.51,True,7.58,19.9,47.29,779.71,8.81,Treated,CleanH2O Org,50.804873,-117.589759,1.56,Statement language health health fact.
SMP100176,New Brunswick,New Michael,2023-01-14,Groundwater,Lead,42.03,11.67,True,5.53,22.5,73.64,393.46,8.71,Treated,HydroWatch,57.605705,-97.521615,5.71,Stop real add share doctor pick.
SMP100177,British Columbia,Larryfort,2025-03-20,Coastal,Microplastics,22.28,29.99,False,6.84,18.9,68.28,674.37,6.19,Partially Treated,WaterSafe Canada,55.146035,-123.56865,7.66,Poor program claim avoid.
SMP100178,New Brunswick,Adrianview,2022-10-07,Lake,Pathogens,32.81,11.78,True,5.52,22.0,87.85,683.87,5.06,Partially Treated,CleanH2O Org,56.378857,-115.621222,6.72,Question within fire company level treatment research stock.
SMP100179,Quebec,East Jessicatown,2023-01-08,River,Microplastics,34.85,5.62,True,6.46,5.3,95.12,1918.69,5.19,Partially Treated,EnviroCan,58.367533,-85.563035,1.69,Onto service project box election.
SMP100180,British Columbia,Perrychester,2024-08-12,Coastal,Microplastics,0.21,2.67,False,5.84,12.7,95.99,773.67,6.64,Partially Treated,HydroWatch,46.657413,-97.976694,5.62,Lawyer society practice safe or.
SMP100181,Newfoundland and Labrador,Anthonyfurt,2023-01-21,River,Pesticides,21.73,9.68,True,5.58,25.8,17.25,860.74,12.25,Treated,WaterSafe Canada,57.194817,-116.05241,0.16,Believe cultural time who rich serious ball.
SMP100182,Prince Edward Island,North Deborahburgh,2024-01-05,River,Oil,10.77,28.55,False,8.11,25.3,74.14,1915.33,4.64,Untreated,HydroWatch,50.895284,-76.175546,6.66,Girl a year fire.
SMP100183,New Brunswick,West Claire,2024-05-18,Reservoir,Phosphate,39.3,3.36,True,5.93,17.7,90.94,1690.57,9.71,Treated,CleanH2O Org,56.060182,-126.805827,4.53,Score set admit ten.
SMP100184,Ontario,West Keith,2024-06-09,River,Chlorine,15.91,21.41,False,7.69,15.3,97.93,880.62,12.92,Untreated,EnviroCan,43.964587,-95.748796,2.34,Appear language between coach cold develop improve.
SMP100185,Alberta,West Helenmouth,2024-02-22,Lake,Microplastics,26.08,26.99,False,8.66,15.3,90.61,366.14,11.21,Untreated,CleanH2O Org,52.708715,-71.070396,6.57,Try team majority trip authority seem official.
SMP100186,Ontario,New Kimberly,2022-10-27,Coastal,Oil,0.6,26.65,False,7.42,13.0,53.07,1231.83,2.61,Untreated,HydroWatch,59.085309,-136.589826,8.44,Whatever she news power produce.
SMP100187,Ontario,West Jennifer,2023-07-05,Lake,Chlorine,25.05,4.92,True,8.3,15.6,4.96,1931.44,6.87,Untreated,EnviroCan,49.050413,-129.569478,4.54,Bar far response local ok.
SMP100188,Saskatchewan,Michaelmouth,2023-06-04,Lake,Pathogens,38.49,3.18,True,7.07,20.1,39.91,210.59,12.81,Partially Treated,WaterSafe Canada,54.619963,-61.15617,9.82,Outside speak opportunity moment property.
SMP100189,Nova Scotia,Port Juanbury,2022-11-06,Groundwater,Lead,48.51,5.66,True,5.46,7.7,76.3,87.49,9.95,Untreated,CleanH2O Org,52.887128,-86.662763,5.89,Myself very together several.
SMP100190,Prince Edward Island,Chloemouth,2024-06-09,Coastal,Pesticides,49.38,28.41,True,5.01,1.7,67.73,1932.69,12.72,Treated,HydroWatch,59.143876,-82.751211,6.82,Specific charge shake money even any.
SMP100191,Ontario,Amandaburgh,2023-11-14,Lake,Pesticides,42.64,9.13,True,5.35,7.8,38.8,667.44,12.84,Treated,CleanH2O Org,49.958205,-134.983195,1.18,Of spend positive forward.
SMP100192,Newfoundland and Labrador,Johnside,2022-08-20,Reservoir,Pathogens,44.03,5.85,True,6.64,22.2,17.96,1124.45,4.13,Partially Treated,EnviroCan,56.555906,-73.776606,1.21,Doctor begin wind glass.
SMP100193,British Columbia,North Brittany,2024-02-26,Reservoir,Chlorine,39.11,24.78,True,6.66,23.2,71.84,574.66,10.77,Partially Treated,EnviroCan,55.597797,-93.876547,1.38,Future certain relationship child water.
SMP100194,Saskatchewan,North Kelly,2023-12-03,Groundwater,Microplastics,5.4,4.14,True,7.71,21.4,52.84,80.21,6.86,Partially Treated,HydroWatch,58.682567,-68.641037,3.66,According state idea.
SMP100195,Quebec,Grahamburgh,2022-10-17,Coastal,Pathogens,38.6,12.84,True,5.55,15.1,80.26,1425.77,12.08,Partially Treated,EnviroCan,58.871917,-96.146353,5.95,Eight thing near.
SMP100196,Alberta,Alexisland,2024-06-14,River,Nitrate,5.93,23.72,False,8.82,7.9,48.54,546.36,6.96,Untreated,CleanH2O Org,47.865529,-128.220247,8.17,Specific whether so simply say whose tonight.
SMP100197,Newfoundland and Labrador,Danielborough,2022-05-30,Lake,Mercury,18.23,14.62,True,6.84,5.2,42.21,1014.96,4.57,Partially Treated,WaterSafe Canada,44.370018,-97.843032,0.38,Family represent consider age.
SMP100198,Nova Scotia,Jasminebury,2024-01-18,River,Pathogens,19.52,3.17,True,8.87,17.0,94.38,72.36,13.82,Treated,CleanH2O Org,55.324644,-63.383965,0.5,Opportunity take material Democrat.
SMP100199,Saskatchewan,Matthewberg,2024-05-18,Coastal,Oil,21.65,7.92,True,6.48,19.3,76.52,568.38,2.94,Partially Treated,HydroWatch,50.673652,-112.924016,0.91,Note develop white break.
SMP100200,Alberta,South Brittanyfurt,2023-10-22,Coastal,Chlorine,30.42,15.64,True,8.87,22.3,32.85,1719.46,5.27,Untreated,CleanH2O Org,43.13863,-60.266971,1.51,Future professional upon ok.
SMP100201,Ontario,East Feliciashire,2024-01-20,Coastal,Pathogens,28.09,7.72,True,8.48,13.4,63.16,694.82,7.26,Treated,WaterSafe Canada,44.787033,-118.025799,6.66,Cut fly couple heart.
SMP100202,Alberta,Leblancland,2024-12-14,Coastal,Microplastics,22.71,25.17,False,5.19,3.9,67.77,1170.68,2.28,Partially Treated,HydroWatch,55.220035,-110.427179,5.16,A upon charge.
SMP100203,Prince Edward Island,Davidsontown,2022-12-17,Coastal,Oil,27.98,23.66,True,6.08,21.3,43.44,977.72,12.73,Untreated,WaterSafe Canada,57.757092,-123.93695,3.0,Loss herself without beautiful.
SMP100204,Alberta,Michellestad,2022-08-16,Reservoir,Lead,28.55,7.92,True,5.03,7.8,36.9,694.78,3.99,Treated,WaterSafe Canada,52.630432,-102.318358,8.77,Summer art factor lay hundred possible.
SMP100205,Newfoundland and Labrador,Donaldmouth,2023-04-19,Coastal,Oil,11.37,7.17,True,5.84,6.0,23.56,1224.57,10.06,Treated,CleanH2O Org,46.829557,-121.647569,6.39,Than yourself bit tax stand finish behavior.
SMP100206,Prince Edward Island,Valerieborough,2022-08-13,River,Nitrate,38.73,7.32,True,5.36,11.0,31.19,399.06,12.68,Treated,HydroWatch,50.524753,-138.958474,8.37,History international apply.
SMP100207,Quebec,Autumnport,2022-06-05,Lake,Phosphate,47.16,27.96,True,6.33,5.4,30.82,803.44,13.8,Untreated,CleanH2O Org,44.948294,-131.563316,7.22,Make certainly southern feel series education establish.
SMP100208,Quebec,Vickieville,2023-10-14,Lake,Nitrate,19.63,23.92,False,5.25,5.8,87.68,1277.74,6.17,Treated,HydroWatch,59.405775,-97.413,3.41,Population administration three actually among.
SMP100209,Newfoundland and Labrador,South Steveborough,2024-02-09,Groundwater,Chlorine,36.27,1.56,True,5.02,5.0,57.44,313.37,5.56,Untreated,EnviroCan,52.511138,-80.127224,2.75,Management until purpose size.
SMP100210,Ontario,Melissaborough,2024-12-09,Coastal,Chlorine,8.28,14.97,False,8.31,16.6,99.19,935.5,6.1,Treated,EnviroCan,52.731959,-97.368222,4.56,Than challenge join last pull follow.
SMP100211,Saskatchewan,Glendastad,2024-04-03,Reservoir,Phosphate,10.67,21.41,False,8.11,11.4,73.06,927.64,6.85,Untreated,CleanH2O Org,47.75352,-70.019199,0.14,Door hundred serious stock fall system.
SMP100212,Saskatchewan,New Lonnie,2024-06-23,Lake,Pesticides,25.7,22.32,True,6.25,18.0,9.48,527.3,8.68,Untreated,CleanH2O Org,58.229361,-111.683349,3.92,Once stage the strategy simply relationship.
SMP100213,British Columbia,New Ian,2025-04-26,Coastal,Pesticides,20.52,3.94,True,5.52,29.5,39.85,407.33,5.68,Partially Treated,HydroWatch,43.26661,-126.486498,5.88,Interest fund ability effort focus.
SMP100214,Prince Edward Island,Westport,2022-06-10,Coastal,Nitrate,12.4,28.83,False,7.2,22.3,12.93,180.36,6.95,Partially Treated,CleanH2O Org,46.192237,-94.063157,4.62,Give cover size paper money early action.
SMP100215,Saskatchewan,Port Lisa,2025-01-16,Reservoir,Phosphate,27.82,21.62,True,6.62,1.3,55.4,1354.09,9.14,Treated,CleanH2O Org,57.08446,-115.50778,8.14,Successful but agree kid such.
SMP100216,Newfoundland and Labrador,Lake Christie,2023-12-17,Lake,Oil,11.81,28.66,False,5.85,2.9,68.63,1011.09,7.08,Partially Treated,EnviroCan,49.384433,-70.580354,3.28,Itself west data.
SMP100217,Saskatchewan,East Yolandabury,2025-03-22,River,Chlorine,32.99,27.95,True,8.21,15.2,44.07,91.06,9.14,Partially Treated,EnviroCan,43.80076,-139.324609,1.53,Nor doctor likely claim.
SMP100218,New Brunswick,West Jacqueline,2023-01-22,Reservoir,Pesticides,38.56,27.52,True,8.62,10.2,79.21,1499.73,8.68,Partially Treated,HydroWatch,43.288866,-131.343443,8.12,Future save hope education over soon on certain.
SMP100219,Ontario,Jaredburgh,2025-02-27,Reservoir,Pesticides,12.84,20.33,False,6.92,3.0,24.31,1936.1,4.11,Untreated,CleanH2O Org,49.422033,-117.073083,8.63,Style dog this.
SMP100220,Saskatchewan,West Arthur,2022-07-11,Groundwater,Lead,44.75,15.14,True,8.65,29.7,50.03,1834.48,3.37,Untreated,HydroWatch,50.826955,-95.76331,3.37,Offer take politics.
SMP100221,Nova Scotia,West Saraport,2024-02-13,River,Mercury,49.02,25.33,True,8.83,25.0,9.49,62.33,10.45,Untreated,CleanH2O Org,46.693538,-58.352056,6.3,Especially whole impact of western.
SMP100222,New Brunswick,Torresmouth,2023-10-08,Reservoir,Mercury,16.91,19.62,False,5.46,2.3,58.68,1528.54,6.04,Partially Treated,WaterSafe Canada,50.543024,-79.685396,6.1,Throughout difficult society adult.
SMP100223,Ontario,Christinaport,2023-08-12,River,Oil,31.44,21.8,True,8.05,26.4,64.31,1682.98,2.37,Partially Treated,WaterSafe Canada,45.758729,-84.633207,3.43,Although scientist career message father art control.
SMP100224,Prince Edward Island,Donnaport,2025-01-23,Coastal,Nitrate,47.54,22.33,True,8.76,12.7,46.23,1092.25,13.26,Treated,EnviroCan,50.638902,-122.081815,6.47,Agency news area art amount.
SMP100225,Alberta,Victorialand,2023-01-12,River,Lead,19.3,12.65,True,6.93,1.2,2.66,1679.74,2.82,Untreated,HydroWatch,51.26525,-131.966394,7.97,Stay lot claim specific close bag against.
SMP100226,Nova Scotia,Crystalmouth,2023-09-07,Groundwater,Mercury,3.31,8.86,False,6.44,4.4,15.75,292.62,10.37,Partially Treated,HydroWatch,55.643525,-53.180944,2.08,Accept will likely.
SMP100227,New Brunswick,Port Joseph,2025-01-21,Groundwater,Lead,4.13,2.0,True,5.79,10.9,29.37,1432.12,13.49,Untreated,EnviroCan,49.456721,-58.70451,9.49,Happen against garden page should finally.
SMP100228,Saskatchewan,North Jennifer,2023-10-09,Lake,Nitrate,49.07,27.59,True,6.45,3.5,74.23,67.44,3.53,Partially Treated,EnviroCan,53.007176,-85.118966,3.13,Traditional walk full evidence official.
